issue_key,summary,status,resolution,priority,project,components,labels,environment,product,team,root_cause_extracted,fix_applied_extracted,workaround_extracted,key_findings,error_signature,fix_pattern,defect_type,failure_area,quality_score,is_fixed,is_cancelled,created,resolved
BACS-27428,"Customer unable to access hierarchy, gateway information or check subscription details, after phase 1 of migration for NHSPS",Fixed,Fixed,1 - Critical,BACS,Partner Portal: Org Site Management,Beta_Drop3; Betadrop2b; Drop2b; EAD_EU; Oct15; Onboarding_Blocker,,PSJIRA,Go Green,"Customer and site migration was incomplete, causing access issues.","Migration and provisioning were completed, and new partner portal workflows were used for management.",,New partner portal workflows are required for managing subscriptions and users post-migration.,,Access-Authorization,access issue,Partner Portal: Org Site Management | PSJIRA | Go Green,0.94,True,False,2025-10-02,2025-10-15
BACS-27426,HBS-BACS Laguna Tower: EBI Connect App is not connecting after installing connectivity update6,Fixed,Fixed,2 - High,BACS,Connectivity: Connectivity Wizard,DigiOpsReview; HBS_Drop2; HBS_L3_Support,,PSJIRA,Hammer,Old configuration was being applied to the cloud connector due to the presence of an outdated windowshost config.,"Logs were analyzed, and the issue was identified as a configuration mismatch.",,The presence of an outdated windowshost config caused the old configuration to persist.,Failed; missing; FaultException,Config-Environment,configuration issue,Connectivity: Connectivity Wizard | PSJIRA | Hammer,1.0,True,False,2025-10-02,2025-11-06
BACS-27393,DF: Onboarding hangs for more than 8 hours without having any feedback nor options to cancel/retry,Fixed,Fixed,2 - High,BACS,Partner Portal: Asset Modelling,BMS_Drop2; Betadrop2b; DF_Prod; NoFF; Onboarding_Blocker; RedudantafterSmartAssist; bacs_config,,PSJIRA,Data Fabric UI-API,Onboarding process hung for over 8 hours without feedback or retry options.,"Smart Assist was implemented, reducing onboarding time to under 10 minutes.",what is the next steps to resolve it - in the comments I understood that thre are some data quality violations - can you explain me what this is so that i might be able to resolve it manually - do i need to do a resync?,Smart Assist significantly improves onboarding efficiency and prevents prolonged hangs.,missing; job failed; failed,Job-Workflow-Pipeline,functional bug,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,1.0,True,False,2025-10-01,2025-10-17
BACS-27375,BACS: Data not loading in RBM Portal,Fixed,Fixed,2 - High,BACS,Partner Apps: RBM Basic App,BACS; DigitalOpsReview; HBS_Drop2; Oct28; RBM; bacs_config,,PSJIRA,Go Green,"For this site also reverse sync failed due to gateway name is empty , we will update the name and do once again the reverse sync.",Hello [user] - Were you able to do the reverse sync after gateway name updated?,,Customer ID and gateway ID are required for further analysis of data loading issues.,not loading; failure; sync failed,Data Sync-Integration,integration issue,Partner Apps: RBM Basic App | PSJIRA | Go Green,1.0,True,False,2025-09-30,2025-10-29
BACS-27285,Duplicate site issue : McD,Fixed,Fixed,2 - High,BACS,Partner Apps: RBM Basic App,BMS_Drop2; DigitalOpsReview; Oct28; Oct31; entp_cust,,PSJIRA,Go Green,Duplicate site issue was under investigation for a permanent fix.,The issue is fixed by running some scripts to remove the duplicate entries.,,The issue is an aging defect impacting an enterprise customer.,Duplicate,Data Cleanup,data issue,Partner Apps: RBM Basic App | PSJIRA | Go Green,1.0,True,False,2025-06-27,2025-11-03
BACS-27275,ZD 325013 | BACS | Downer Maintenance – MOJ UNI | Orphaned Asset Creation,Fixed,Fixed,None,BACS,Partner Portal: Data Contextualization,BACS_Drop1GA_Defect; DF_Prod; DigiOps; Digitized_Maintenance; HBS_Drop2; HBS_L3_Support; RedudantafterSmartAssist; bacs_config,,PSJIRA,Data Fabric,Orphaned points were created as the asset name prediction model was not used due to feedback from the config file.,,,Asset name prediction model was bypassed due to configuration feedback.,missing,Config-Environment,configuration issue,Partner Portal: Data Contextualization | PSJIRA | Data Fabric,0.82,True,False,2025-09-30,2025-10-08
BACS-27264,"HBS-BACS-Marnix Academie: Start onboarding is failed with "" Error while copying content to a stream""",Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DF_Prod; DigiOpsReview; HBS_Drop2; HBS_L3_Support; Infrastructure; bacs_config,,PSJIRA,Data Fabric,Platform issue with no proper logs; resolved by changing the DB status and re-onboarding the site.,"DB status was changed, and the user was asked to re-onboard the site, which resolved the issue.",,Re-onboarding the site after changing the DB status resolved the issue.,failed,Config-Environment,functional bug,Partner Portal: Data Contextualization | PSJIRA | Data Fabric,1.0,True,False,2025-09-29,2025-10-23
BACS-27261,HBS BACS-Multiple Sites: Start onboarding throwing error when user logged in with BA Commercial users option.,Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DF_Prod; DigiOpsReview; HBS_Drop2; HBS_L3_Support; NoFF; bacs_config,,PSJIRA,Data Fabric UI-API,Token validation failed when DE microservice was invoked.,Gateway onboarding with smart Assist enabled:,,Auto contextualization triggered successfully without issues in staging environment.,validation failed,Config-Environment,functional bug,Partner Portal: Data Contextualization | PSJIRA | Data Fabric UI-API,1.0,True,False,2025-09-29,2025-10-16
BACS-27227,"DF: Onboarding hangs since 3 days in onboarding step - for customer site O&J Comfort/Jeudan, has more than 1L points",Fixed,Fixed,1 - Critical,BACS,Partner Portal: Asset Modelling,BMS_Drop2; Betadrop2b; EAD_EU; Onboarding_Blocker; bacs_config,,PSJIRA,Data Fabric,Postgres timeout error due to insufficient temp storage and query execution memory.,SRE team increased Postgres temp storage and query execution memory from 50GB to 120GB.,,Increasing temp storage unblocked the site.,failed; timeout,Performance,performance issue,Partner Portal: Asset Modelling | PSJIRA | Data Fabric,1.0,True,False,2025-09-29,2025-10-23
BACS-27220,Empty fields/No data in KPI dashboard of EU demo site which is used by sales!!,Fixed,Fixed,1 - Critical,BACS,Partner Apps: KPI Dashboard,BMS_Drop2; Betadrop2b; EAD_EU; Onboarding_Blocker; bacs_config,,PSJIRA,,I also informed him that we cannot add any root cause analysis as we don’t know how this got fixed.,Usually issues found in production would be checked by Ops team or AOC first in zendesk ticket as it could have been resolved by configuration fix.,,Defect should have been raised as a Zendesk ticket and analyzed by DigiOps before assigning to engineering.,,Config-Environment,configuration issue,Partner Apps: KPI Dashboard | PSJIRA,0.94,True,False,2025-09-29,2025-10-10
BACS-27215,"HBS-BACS-Multiple Sites: EU DC ""predict asset type n point role run"" job failed with timeout error.",Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DigiOpsReview; HBS_Drop2; HBS_L3_Support; bacs_config,,PSJIRA,Data Fabric,Postgres timeout error due to insufficient temp storage and query execution memory.,SRE team increased Postgres temp storage and query execution memory from 50GB to 120GB.,,Increasing temp storage unblocked the site.,job failed; timeout; failed; duplicate,Performance,functional bug,Partner Portal: Data Contextualization | PSJIRA | Data Fabric,1.0,True,False,2025-09-29,2025-10-23
BACS-27131,Unable to access NHS PS sites on old RBM flow.,Fixed,Fixed,1 - Critical,BACS,Partner Portal: Org Site Management,Beta_Drop3; Betadrop2b; Drop3; EAD_EU; Oct15; Onboarding_Blocker,,PSJIRA,Go Green,,,,All NHS sites are migrated; subscription management and user management can be handled via the new partner portal workflow.,,Access-Authorization,access issue,Partner Portal: Org Site Management | PSJIRA | Go Green,0.58,True,False,2025-09-26,2025-10-15
BACS-27110,RBM Supervisor Not Reflecting Standard Asset Types Post Publish,Fixed,Fixed,2 - High,BACS,Partner Apps: RBM Basic App,2025.09.30; RBM; Sep29,,PSJIRA,Go Green,,Issue fixed as part of defect BACS-27028 and verified in QA.,,Fix will be available in production after the next promotion.,Not Reflecting,Config-Environment,integration issue,Partner Apps: RBM Basic App | PSJIRA | Go Green,0.82,True,False,2025-09-26,2025-09-29
BACS-27109,BACS | Southern Illinois University | RBM asset types having different name from onboarding portal,Fixed,Fixed,3 - Normal,BACS,,HBS_L3_Support; sep29.1,,PSJIRA,Go Green,,Issue fixed as part of defect BACS-27028 and verified in QA.,,Pump equipment is now correctly displayed as 'Pump' in RBM Dashboard.,,UI-Frontend,access issue,PSJIRA | Go Green,0.71,True,False,2025-09-26,2025-09-29
BACS-27097,BACs-FSS-Points Mapped with PDM without subscription,Fixed,Fixed,None,BACS,Partner Portal: Asset Modelling,BMS_Drop2; DF_Prod,,PSJIRA,Data Fabric UI-API,,Apps without subscriptions are no longer displayed for sites.,,Only apps with subscriptions are listed in Associate Apps during site onboarding.,,Config-Environment,environment issue,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,0.76,True,False,2025-09-25,2025-10-09
BACS-27028,"BACs-Climatec-Asset type configured 'Pump' the asset modelling, Displaying as 'Heat Pump' in RBM",Fixed,Fixed,2 - High,BACS,,Sep29,,PSJIRA,Go Green,"Ontology library code used EndsWith method, causing incorrect asset type mapping.",Code updated to correctly retrieve the intended asset type.,,Pump equipment is now correctly displayed as 'Pump' in RBM Dashboard.,,UI-Frontend,configuration issue,PSJIRA | Go Green,0.89,True,False,2025-09-25,2025-09-29
BACS-27010,BACS | Trend / telemetry data not available for the HAVI site in EU region,Fixed,Fixed,2 - High,BACS,Partner Apps: RBM Basic App,BMS_Drop2; DigiOpsReview; Oct10; bacs_config,,PSJIRA,Go Green,,Trend values populated for the given point.,,Issue resolved; trend data now available for the HAVI site.,not available; missing,UI-Frontend,data issue,Partner Apps: RBM Basic App | PSJIRA | Go Green,0.82,True,False,2025-09-25,2025-10-08
BACS-26906,BACS | Ente Publico Radiotelevision | Download Template Issue,Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DF_Prod; HBS_Drop2; HBS_L3_Support; RedudantafterSmartAssist; bacs_config,,PSJIRA,Titan,"No data available in EOM, preventing backend database population for the configured template.",,,,404 not found,Config-Environment,configuration issue,Partner Portal: Data Contextualization | PSJIRA | Titan,0.82,True,False,2025-09-25,2025-10-10
BACS-26899,H&M Org | Site 0260 -Ignored asset is available RBM UI,Fixed,Fixed,2 - High,BACS,Partner Apps: RBM Basic App,DigiOpsReview; HBS_Drop2; bacs_config,,PSJIRA,Data Fabric UI-API,Points associated with assets still had RBM app association.,Mapped points were updated to remove app association and published.,,Asset removed from RBM UI after updating point associations.,,Data Sync-Integration,integration issue,Partner Apps: RBM Basic App | PSJIRA | Data Fabric UI-API,0.94,True,False,2025-09-25,2025-10-08
BACS-26896,H&M Org | Site 0260 -Miscellaneous asset type is not available in RBM UI,Fixed,Fixed,2 - High,BACS,Partner Apps: RBM Basic App,DigiOpsReview; HBS_Drop2; Sep29; bacs_config,,PSJIRA,Go Green,,,,,not available,UI-Frontend,configuration issue,Partner Apps: RBM Basic App | PSJIRA | Go Green,0.49,True,False,2025-09-25,2025-09-29
BACS-26893,"HBS-BACS-Aeropuerto Adolfo Suarez Madrid-Barajas: Start onboarding is failed with ""push predictions to faststore run""",Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DF_Prod; DigiOpsReview; HBS_Drop2; HBS_L3_Support; Onboarding_Blocker,,PSJIRA,Data Fabric,Duplicate entry created by asset details query due to differing asset confidence scores.,Smart Assist feature recommended to prevent modeling issues.,,Postgres delta sync showed 'SUCCESS' and site was unblocked.,failed; ProgrammingError; duplicate,Config-Environment,functional bug,Partner Portal: Data Contextualization | PSJIRA | Data Fabric,1.0,True,False,2025-09-25,2025-10-30
BACS-26852,Exclude Filter is not properly saved,Fixed,Fixed,2 - High,BACS,Partner Apps: Insight Builder,HammerPartnerAppWork; Internal_Drop3; NoFF; PDM_Needed; RCA_Completed; frontend,,PSJIRA,Hammer,,"Exclude filters were tested, saved, and reopened successfully without removal.",,Exclude filters remain applied after saving the dashboard.,,UI-Frontend,environment issue,Partner Apps: Insight Builder | PSJIRA | Hammer,0.76,True,False,2025-09-25,2025-10-24
BACS-26836,BACs-FSS-Comfort Score and Energy Widget Issues,Fixed,Fixed,None,BACS,Partner Apps: RBM Basic App,BMS_Drop2; Oct10; bacs_config,,PSJIRA,Go Green,,Energy and Comfort widget values are now loading as expected.,,,,UI-Frontend,configuration issue,Partner Apps: RBM Basic App | PSJIRA | Go Green,0.76,True,False,2025-09-24,2025-09-25
BACS-26819,BACS | Dubai Hills Mall | Bulk Point role updation not working,Fixed,Fixed,None,BACS,Partner Portal: Asset Modelling,DF_Prod; HBS_Drop2; NoFF,,PSJIRA,Data Fabric UI-API,Point role update was not allowed for all points (single/bulk) and last user-driven action was not retained.,"Enabled point role updates for both single and bulk points, ensuring last user-driven action is retained.",,Template assets now allow point role updates and application of learning based on updated points.,,Access-Authorization,access issue,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,0.94,True,False,2025-09-24,2025-11-12
BACS-26804,NCHSD Mig - Getting error during update the Niagara 4.12U2 to Niagara 4.14GR in commissioning wizard. Unable to upgrade the JACE.,Fixed,Fixed,None,BACS,,Beta_Drop3,,PSJIRA,CS_Crossfunctional,Internet connectivity issue during the update process.,"Validated with proper Internet connection, and the update worked fine.",,,,Config-Environment,functional bug,PSJIRA | CS_Crossfunctional,0.89,True,False,2025-09-24,2025-11-06
BACS-26787,Prod-Sherwin Williams-10 decimal places for kwh,Fixed,Fixed,2 - High,BACS,,Internal_Drop3; Sep26,,PSJIRA,Go Green,,Decimal values were verified to display properly in the QA environment.,,Decimal values for kWh are now correctly displayed up to 10 decimal places.,,Config-Environment,environment issue,PSJIRA | Go Green,0.71,True,False,2025-09-24,2025-09-26
BACS-26778,BACS | Dubai Hills Mall | Regex expression not working,Fixed,Fixed,2 - High,BACS,Partner Portal: Asset Modelling,DF_Prod; HBS_Drop2; NoFF; bacs_config,,PSJIRA,Data Fabric UI-API,Regex search functionality was not working in the Asset Relationship dropdowns.,"The issue was fixed and promoted to production, with a new defect (BACS-29620) created for related asset relationship issues.",,,,Config-Environment,functional bug,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,0.94,True,False,2025-09-24,2025-11-06
BACS-26740,<Post Promotion <HCECO-55712/55715/55716 : Energy savings potential data is not appearing after site configurations are completed.,Fixed,Fixed,2 - High,BACS,Partner Apps: KPI Dashboard,DigitalOps; HBS_Drop2; HBS_L3_Support; bacs_config,,PSJIRA,,Energy savings potential data was not loading after site configurations.,"Updated the site configuration, which resolved the issue.",,,,Config-Environment,configuration issue,Partner Apps: KPI Dashboard | PSJIRA,0.94,True,False,2025-09-23,2025-09-24
BACS-26738,HBS BACS-New Frankston Hospital: Skyspark import is failed with skyspark setup step.,Fixed,Fixed,3 - Normal,BACS,SkySpark,DigiOpsReview; HBS_Drop2; HBS_L3_Support; SkySpark; bacs_config,,PSJIRA,Spark,"The commit queue reached its maximum, causing the Skyspark import to fail.",,,"Similar issues were observed on other sites, and republishing did not resolve the problem.",failed; timed out; publish failed,External Dependency,functional bug,SkySpark | PSJIRA | Spark,0.82,True,False,2025-09-23,2026-04-13
BACS-26671,BACs-FSS-Asset Modelling (Configuration Issues),Fixed,Fixed,None,BACS,Partner Apps: RBM Basic App,,,PSJIRA,,"Device/Unit points were mapped to a single equipment, causing display issues in the device detail view.",Identified the issue and planned a fix on the Niagara side.,,Read/write operations were failing for some points due to device response issues.,,Access-Authorization,access issue,Partner Apps: RBM Basic App | PSJIRA,0.94,True,False,2025-09-22,2025-09-25
BACS-26670,BACs-Good will- Onboard Option (Manual Or Automatic) not prompted,Fixed,Fixed,None,BACS,,,,PSJIRA,Data Fabric UI-API,The feature flag to show onboarding options was turned off initially.,"The feature flag was turned on, resolving the issue.",,,,Config-Environment,configuration issue,PSJIRA | Data Fabric UI-API,0.89,True,False,2025-09-22,2025-09-25
BACS-26669,BACs Atlas Automation- Schedule not showing in the RBM,Fixed,Fixed,None,BACS,,,,PSJIRA,Go Green,Missing model information in EOM caused the Insight Builder filter to miss some menu options.,Migration to the standard workflow resolved the issue.,,The issue was no longer reproducible after the migration.,,Data Sync-Integration,integration issue,PSJIRA | Go Green,0.89,True,False,2025-09-22,2025-09-23
BACS-26666,BACs- FSS- Customer Facing Gateway Registration Issue,Fixed,Fixed,None,BACS,,,,PSJIRA,CS_Crossfunctional,Insufficient details were provided to investigate the customer-facing gateway registration issue.,- Application director logs below items debug logs enabled to ALL,,Debug logs and additional details are required to investigate such issues effectively.,,Access-Authorization,functional bug,PSJIRA | CS_Crossfunctional,0.89,True,False,2025-09-22,2025-09-29
BACS-26650,BACS|BBET|Insight Builder Filter missing some menu across different sites because of missing model information in EOM for specific site [Single Gateway Multiple Site],Fixed,Fixed,1 - Critical,BACS,Partner Apps: Insight Builder,HBS_Drop2; bacs_config,,PSJIRA,Data Fabric UI-API,Missing model information in EOM caused menu options to be unavailable in Insight Builder.,Migration to the standard workflow resolved the issue.,,,missing,UI-Frontend,configuration issue,Partner Apps: Insight Builder | PSJIRA | Data Fabric UI-API,1.0,True,False,2025-09-22,2025-10-31
BACS-26633,Asset Lifecycle Assessment Not Visible for Hardware Assets,Fixed,Fixed,2 - High,BACS,partner Apps: Obsolescence App,AssetLifecycle; HBS_Drop2; RBM; bacs_config,,PSJIRA,Hammer,"EBI Connect does not collect scan task controller data, making it difficult to populate linked device properties.",,,"Hardware controllers typically contain all required information, but scan task controllers lack model, manufacturer, and firmware details.",Missing; not available,Config-Environment,configuration issue,partner Apps: Obsolescence App | PSJIRA | Hammer,0.82,True,False,2025-09-22,2025-11-02
BACS-26629,Unable to sort legends when split by is applied to the column/bar/progress bar charts,Fixed,Fixed,None,BACS,Partner Apps: Insight Builder,Frontend; Internal_Drop3,,PSJIRA,Hammer,Sorting legends when 'split by' is applied did not work due to a defect in a to-be-released feature.,"Enabled respective feature flags in staging, and sorting functionality worked as expected.",,Sorting now works correctly with custom labels and colors when 'split by' is applied.,,Deployment/Version,environment issue,Partner Apps: Insight Builder | PSJIRA | Hammer,0.94,True,False,2025-09-22,2025-10-31
BACS-26608,323464: BACS | St. Lawrence University | Onboarding Portal Issue for US DC Project,Fixed,Fixed,None,BACS,Partner Portal: Asset Modelling; Partner Portal: Data Contextualization,DF_Prod; DigitalOps; HBS_Drop2; HBS_L3_Support; RedudantafterSmartAssist; bacs_config,,PSJIRA,Data Fabric,Config file issues caused problems in asset name grouping and predictions.,Cleaned the site and successfully published already-modeled data to EOM. Smart Assist feature deployment will further address the issue.,,,,Config-Environment,configuration issue,"Partner Portal: Asset Modelling, Partner Portal: Data Contextualization | PSJIRA | Data Fabric",0.94,True,False,2025-09-19,2025-09-22
BACS-26605,"Cannot delete ""orphan"" asset in DF",Fixed,Fixed,None,BACS,Partner Portal: Data Contextualization,BMS_Drop2; Betadrop2b; DF_Prod; EAD_EU; Onboarding_Blocker; RedudantafterSmartAssist; bacs_config,,PSJIRA,Data Fabric UI-API,The inability to delete 'orphan' assets was due to a missing feature.,A new feature to address this issue will be available in production soon.,,,missing,Config-Environment,configuration issue,Partner Portal: Data Contextualization | PSJIRA | Data Fabric UI-API,1.0,True,False,2025-09-19,2025-10-10
BACS-26604,KPI Dashboard is not having Option for CEM Portal,Fixed,Fixed,2 - High,BACS,Partner Apps: KPI Dashboard,BACS; DigitalOpsReview; HBS_Drop2; Partner_Portal; bacs_config,,PSJIRA,,Incorrect SKU configuration for CEM Portal.,Ensured correct SKU configuration.,,The issue was related to incorrect SKU mapping for the KPI Dashboard.,not associated,UI-Frontend,configuration issue,Partner Apps: KPI Dashboard | PSJIRA,1.0,True,False,2025-09-19,2025-10-07
BACS-26601,323489: BACS | Grand Hyatt Singapore- Defect | Units are not shown in SkySpark even units are defined in Partner portal and published.,Fixed,Fixed,3 - Normal,BACS,Partner Portal: Asset Modelling,DigitalOps; HBS_Drop2; HBS_L3_Support; NoFF; Onboarding&E2EDefects; bacs_config,,PSJIRA,Spark,Units were not being displayed in SkySpark due to missing entries in the units.txt file.,Updated units.txt file in SkySpark VM with missing values.,,The issue was resolved after updating the units.txt file with the required entries.,missing,External Dependency,integration issue,Partner Portal: Asset Modelling | PSJIRA | Spark,1.0,True,False,2025-09-19,2025-10-17
BACS-26570,RBM page loading issue : US Prod,Fixed,Fixed,2 - High,BACS,,DigitalOpsReview,,PSJIRA,Go Green,,Issue resolved with the help of SREs; no code changes were made.,,The issue was related to the US environment and was resolved without code changes.,not loading,UI-Frontend,environment issue,PSJIRA | Go Green,0.77,True,False,2025-09-18,2025-09-19
BACS-26550,HBS-BACS-Sciensano Pasteurinstituut: DF Initial contextualization is failed,Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DF_Prod; DigiOpsReview; HBS_L3_Support,,PSJIRA,Data Fabric,Wrong asset name provided in the configuration file.,Corrected the asset name in the configuration file and re-onboarded the site after DF cleanup.,,The issue stemmed from a misconfigured asset name in the config file.,failed; 401; AxiosError,Config-Environment,functional bug,Partner Portal: Data Contextualization | PSJIRA | Data Fabric,1.0,True,False,2025-09-18,2025-09-23
BACS-26524,BACs-DF-Delta Publish StartOnboarding-Failed,Fixed,Fixed,None,BACS,Partner Portal: Data Contextualization,BMS_Drop2; BMS_L3_Support; DF_Prod; DigiOpsReview; DigitalOpsReview; bacs_config,,PSJIRA,Data Fabric UI-API,Same issue observed in other EBI sites during new onboarding with system assistance.,Validated in staging; requested production validation post-promotion.,,The issue was not reproducible in the staging environment.,Failed; failure,Config-Environment,functional bug,Partner Portal: Data Contextualization | PSJIRA | Data Fabric UI-API,1.0,True,False,2025-09-18,2025-09-23
BACS-26520,BACS-FSS-License Issue,Fixed,Fixed,None,BACS,,,,PSJIRA,CS_Crossfunctional,,,,,,Access-Authorization,functional bug,PSJIRA | CS_Crossfunctional,0.38,True,False,2025-09-17,2025-09-23
BACS-26509,322071: BACS | Issue with Currency within Building Insight & Opportunity Assessment dashboard | KPI Dashboard | Grey Sisters Administration Centre,Fixed,Fixed,None,BACS,Partner Apps: KPI Dashboard; Partner Apps: Opportunity Assessment,DigitalOps; HBS_Drop2; HBS_L3_Support; bacs_enhancement,,PSJIRA,,No product support for currency updates; changes must be done manually.,"Currency updated manually in EOM, Find API, and Elastic.","Manually update the currency in EOM, Find API, and Elastic.",Currency updates for existing customer sites require manual intervention due to lack of product support.,not available,Config-Environment,configuration issue,"Partner Apps: KPI Dashboard, Partner Apps: Opportunity Assessment | PSJIRA",1.0,True,False,2025-09-17,2025-10-07
BACS-26505,BACS | The Ritz Carlton Grand Canal Abu Dhabi | Asset Mapping Issue,Fixed,Fixed,2 - High,BACS,Partner Portal: Asset Modelling,HBS_Drop2,,PSJIRA,Data Fabric UI-API,Asset renaming caused mapping issues for existing and new points.,Fixed the issue to ensure renamed assets retain existing points and map new points correctly.,,"Asset renaming was causing mapping issues, which required a fix.",,Data Sync-Integration,configuration issue,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,0.94,True,False,2025-09-17,2025-09-23
BACS-26484,Prod Environment-UAE Region- When user Hide and show all the configuration for the quipments from the configuration window then the current status of the all equipment's is in OFF,Fixed,Fixed,2 - High,BACS,Partner Apps: Site Manager,UAE-Betafeedback,,PSJIRA,FL-Ninjas,,Updated Polling Manager configuration ([token] value changed from 30 to 3).,,,,Config-Environment,configuration issue,Partner Apps: Site Manager | PSJIRA | FL-Ninjas,0.76,True,False,2025-09-17,2025-09-25
BACS-26464,HBS-BACS-Multiple Sites: Asset life assessment dashboard cycle data not showing make details,Fixed,Fixed,2 - High,BACS,partner Apps: Obsolescence App,AssetLifecycle; DigiOpsReview; HBS_Drop2; HBS_L3_Support; META; NoFF,,PSJIRA,CS_Crossfunctional,Data not being sent from the obsolescence engine to the Find API.,Validated in two testing sites; confirmed that make and model info was not removed.,,The obsolescence engine was not sending data to the Find API.,,UI-Frontend,integration issue,partner Apps: Obsolescence App | PSJIRA | CS_Crossfunctional,0.94,True,False,2025-09-16,2025-10-07
BACS-26461,BACs-PDM-Climatac-Log out from Service Configuration - Page,Fixed,Fixed,None,BACS,,,,PSJIRA,Titan,Issue occurs when logging in from the unified app and accessing PDM; works fine when accessed separately.,Any new users added is there any synch issue in partner portal and CB,,The issue is related to the FCMOnboardingService API failing in the unified app.,,Config-Environment,integration issue,PSJIRA | Titan,0.89,True,False,2025-09-16,2025-09-23
BACS-26457,BMS-BACS-Climatic: History push job is failed due to Kind is balnk for some points,Fixed,Fixed,None,BACS,Partner Portal: Asset Modelling,DF_Prod; DigiOpsReview; HBS_Drop2; HBS_L3_Support,,PSJIRA,Spark,The 'Kind' field was not updating for certain point roles like 'Instantaneous Active Power'.,Validated fix in staging with the mentioned roles in SkySpark.,,"The 'Kind' field was blank for specific point roles, causing the history push job to fail.",failed,Access-Authorization,access issue,Partner Portal: Asset Modelling | PSJIRA | Spark,1.0,True,False,2025-09-16,2025-10-07
BACS-26446,"IN prod -Refresh button does not do anything, had to hard reload to get live values on the screen.",Fixed,Fixed,2 - High,BACS,Partner Apps: Site Manager,UAE-Betafeedback,,PSJIRA,FL-Ninjas,,Validated the refresh action in the DITA environment.,,,,Access-Authorization,environment issue,Partner Apps: Site Manager | PSJIRA | FL-Ninjas,0.76,True,False,2025-09-16,2025-09-25
BACS-26438,In prod -Site Manager : Widget keeps changing values for both temp and setpoint,Fixed,Fixed,2 - High,BACS,Partner Apps: Site Manager,UAE-Betafeedback,,PSJIRA,FL-Ninjas,,Changes were made and deployed to the staging environment.,,Widget values for temperature and setpoints were changing unexpectedly.,,Config-Environment,environment issue,Partner Apps: Site Manager | PSJIRA | FL-Ninjas,0.76,True,False,2025-09-16,2025-09-26
BACS-26436,"HBS-BACS-Dubai Hills Mall: In DF, All asset page is not loading",Fixed,Fixed,2 - High,BACS,Partner Portal: Asset Modelling,DF_Prod; DigiOpsReview; HBS_Drop2; HBS_L3_Support; bacs_enhancement,,PSJIRA,Data Fabric UI-API,,The site was moved to Smart Assist.,,The issue was resolved by transitioning the site to Smart Assist.,not loading,UI-Frontend,unknown,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,0.82,True,False,2025-09-16,2025-10-09
BACS-26431,BACS-US DC: DF Modelling page is not listing any customer/clicking the customer returns error,Fixed,Fixed,None,BACS,Partner Portal: Data Contextualization,DF_Prod; DigiOpsReview; HBS_Drop2; HBS_L3_Support; Infrastructure,,PSJIRA,Data Fabric UI-API,,Not observed in staging; requested validation in Production US.,,,not loading; failed; 443; 537; InternalServerErrorException,Access-Authorization,functional bug,Partner Portal: Data Contextualization | PSJIRA | Data Fabric UI-API,0.82,True,False,2025-09-16,2025-09-23
BACS-26390,In Prod - Failed to load alarms need to show if alarms is not able load,Fixed,Fixed,3 - Normal,BACS,Partner Apps: Site Manager,Internal_Drop3; POValidation,,PSJIRA,FL-Ninjas,,Changes were deployed in the performance environment.,,,Failed,Config-Environment,functional bug,Partner Apps: Site Manager | PSJIRA | FL-Ninjas,0.82,True,False,2025-09-15,2025-09-25
BACS-26389,IN Prod - Image is not loading for the facility monitor,Fixed,Fixed,2 - High,BACS,Partner Portal: Org Site Management,Drop3; POValidation,,PSJIRA,FL-Ninjas,,Images are now loading correctly.,,,not loading,Config-Environment,unknown,Partner Portal: Org Site Management | PSJIRA | FL-Ninjas,0.82,True,False,2025-09-15,2025-10-07
BACS-26381,AES Controls UK : Hide vs Ignore (Low–Medium): Points marked “ignore” still appear and create noise.,Fixed,Fixed,None,BACS,Partner Portal: Asset Modelling,AES_UK; BMS_Drop2; DF_Prod; RedudantafterSmartAssist,,PSJIRA,Data Fabric UI-API,,,,,,Config-Environment,unknown,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,0.43,True,False,2025-09-14,2025-10-10
BACS-26380,AES Controls UK : Multi-add issues (Medium): Adding 1 point at a time often failed.,Fixed,Fixed,None,BACS,Partner Portal: Asset Modelling,AES_UK; BMS_Drop2; DF_Prod; NoFF,,PSJIRA,Data Fabric UI-API,,Users are now able to add more than one point at a time in both single and template asset creation.,,The issue was verified and resolved in the QA environment.,failed,Config-Environment,functional bug,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,0.82,True,False,2025-09-14,2025-10-29
